contrato_ant	Contracte Ant.	fases	contrato_ant
m_dw.pegar	Enganxar	general	pegar
m_dw.cortar	Tallar	general	cortar
m_dw.copiar	Copiar	general	copiar
Almacén	Magatzem	general	almacen
Cli	Cli	general	cli
Listados	Llistats	general	listados
Anul.	Anul.	general	anular
Liquidadas	Liquidades	general	Liquidadas
Liq.	Liq.	general	liquidar
Intercalar	Intercalar	general	intercalar
informacion	Informació	general	informacion
incluir	Incloure	general	incluir
Inactivo	Inactiu	general	inactivo
Impresora...	Impresora...	general	Impresora...
Hombre	Home	general	hombre
generalmsg_duplicidad_codigos	No pot haver duplicitat de codi	general	generalmsg_duplicidad_codigos
general.zoom	Zoom	general	zoom
general.zona	Zona	general	zona
general.visualizar	Visualitzar	general	visualizar
general.valor	Valor	general	valor
general.usuario	Usuari	general	usuario
general.ult_num_factura	Últim nombre Factura	general	ult_num_factura
general.transporte	Transport	general	transporte
general.total_conepto	Total Concepte	general	total_conepto
general.total_colegiados	Total Col·legiats:	general	total_colegiados
general.total	TOTAL	general	total
general.tipo_baja	Tipo Baixa	general	tipo_baja
general.tipo_alta	Tipus Alta	general	tipo_alta
general.tipo	Tipus	general	tipo
general.texto_consulta	Introduisca els paràmetres de consulte i pulse Acceptar	general	texto_consulta
general.tel_movil	Tel. Movil	general	tel_movil
general.suprimir	Suprimir	general	suprimir
general.suma	Sumatori	general	suma
general.sms	SMS	general	sms
general.situacion	Situació	general	situacion
general.sit_profesional	Situació Professional	general	sit_profesional
general.sexo	Sexe	general	sexo
general.sellos	Segells	general	sellos
general.sello	Copies	general	sello
general.seleccionar_todos	Sel. Tots	general	seleccionar_todos
general.seleccionar_impreso	Seleccioni a l'impresso de desitja	general	seleccionar_impreso
general.selec_impr	Seleccionar la impresora	general	seleccionar_impresora
general.secretaria	Secretaria	general	secretaria
general.salir	Sortir	general	salir
general.ruta_relativa	Ruta relativa	general	ruta_relativa
cheque,talon	Xec, Taló	general	cheque,talon
general.ruta_base	Ruta base	general	ruta_base
general.revisar_firmas_importar	Revisar Signatures al Importar	general	revisar_firmas_importar
general.revisar_confianza_certificados	Revisar Confiança certificats a l'importar	general	revisar_confianza_certificados
general.n_doc	Nº document	general	n_doc
general.retenciones	Retencions	general	retenciones
general.repetir_filas	?Hi ha un valor repetit a les files %s i %s	general	repetir_filas
general.reparos	Objeccions	general	reparos
general.regularizar	Regularitzar	general	regularizar
general.registros	Registres :	general	registros
general.recuperar_pantalla	Recuperar pantalla	general	recuperar_pantalla
general.n_aviso	Nom. Avís	general	num_aviso
general.recuperar_consulta	Recuperar consulta	general	recuperar_consulta
general.recuperar	Recuperar	general	recuperar
general.ret_clientes	I.R.P.F. ret. Clients	general	ret_clientes
general.ret_colegio	I.R.P.F. ret. Col·legi	general	ret_colegio
general.recupera	Recupera	general	recupera
general.reclamaciones_estados	Reclamacions/Estats	general	reclamaciones_estados
general.detalle_factura	DETALL DE FACTURES DEL PERÍODE	general	detalle_factura
general.recibir_informes	Desitja Rebre Infomes	general	recibir_informes
general.iva_soportado_col	I.V. A. SUPORTAT PEL COL·LEGIAT EN EL PERÍODE	general	iva_soportado_col
general.recalcular	Recalcular	general	recalcular
general.iva_repercutido_col	I.V. A. REPERCUTIT PEL COL·LEGIAT EN EL PERÍODE	general	iva_repercutido_col
general.gastos_periodo	RESUM DE DESPESES DEL PERÍODE	general	gastos_periodo
general.publicidad	Publicitat	general	publicidad
general.provincia	Província	general	provincia
general.cliente	Client	general	cliente
general.profesional	Professional	general	profesional
general.procesando	Processant ....	general	procesando
general.gastos	Despeses	general	gastos
general.asunto_concepto	Assumpte / Concepte	general	asunto_concepto
general.previsualizar_listado	Previsualizar llistat	general	previsualizar_listado
general.previsualizar	Previsualizar	general	previsualizar
general.abono	Abonament	general	abono
general.poblacion	Població	general	poblacion
general.plantilla	Plantilla	general	plantilla
general.hoja	Fulla	general	hoja
general.periodo_desde	Període des de	general	periodo_desde
general.permiso_cesion_datos	Permís de Cesió de dades:	general	permiso_cesion_datos
general.particular	Particular	general	particular
general.pais	País	general	pais
general.pago_fraccionado	Pagament Fraccionat	general	pago_fraccionado
general.pagina	Pàgina :	general	pagina
general.tipo_domicilio	Tipus de domicili	general	tipo_domicilio
general.otros_docs	Altres Docs.	general	otros_docs
general.otras_fases	Altres Intervencions	general	otras_fases
general.originales	Originals	general	originales
liquidaciones.n_liquidacion	Nº liquidació	liquidaciones	n_liquidacion
liquidaciones.f_liquidacion	Data liquidació	liquidaciones	f_liquidacion
lista.borrar_lista	Eliminar llista	lista	li_borrar_lista
listas.usuario_propietario	Usuari Propietari	listas	usuario_propietario
listas.texto_corto_hasta	Text Curt Fins a	listas	texto_corto_hasta
listas.texto_corto_desde	Text Curt Desde	listas	texto_corto_desde
listas.texto	Text	listas	texto
listas.seleccione_lista	Seleccioni una llista	listas	seleccione_lista
listas.numero_2_desde	Nombre 2 Desde	listas	numero_2_desde
listas.numero_1_desde	Nombre 1 Desde	listas	numero_1_desde
listas.numero	Nombre	listas	numero
listas.num	Nº	listas	num
listas.nombre_lista	Nom de la Llista	listas	nombre_lista
listas.nombre	Nom	listas	nombre
listas.nif	NIF	listas	nif
listas.miembros_lista	Membres de la llista	listas	miembros_lista
listas.int_param_consulta_aceptar	Introdueixi els paràmetres de consulta i premi Acceptar	listas	int_param_consulta_aceptar
listas.imprimir_lista	Imprimir llista	listas	imprimir_lista
listas.hasta	Fins a	listas	hasta
listas.filtrar	Filtrar	listas	filtrar
listas.fecha_creacion	Data Creació	listas	fecha_creacion
listas.fecha_2_desde	Data 2 Desde	listas	fecha_2_desde
listas.fecha_1_desde	Data 1 Desde	listas	fecha_1_desde
listas.fecha	Data	listas	fecha
listas.exportar_lista	Exportar llista	listas	exportar_lista
listas.etiqueta_datos_secundarios	Etiquetes dades secundàries	listas	etiqueta_datos_secundarios
listas.etiqueta_datos_principales	Etiquetes dades personals	listas	etiqueta_datos_principales
listas.desde	Desde	listas	desde
listas.copiar_lista	Copiar llista	listas	copiar_lista
listas.compartida	Compartida	listas	compartida
listas.colegiado	Col·legiat	listas	colegiado
listas.cliente	Client	listas	cliente
listas.casilla_s_n_2	Casella S/N 2	listas	casilla_s_n_2
listas.casilla_s_n_1	Casella S/N 1	listas	casilla_s_n_1
listas.casilla_s_n	Casella S/N	listas	casilla_s_n
listas.activa	Activa	listas	activa
m_dw.restaurar	Restaurar...	m_dw	restaurar
m_dw.insertar	Insertar	m_dw	insertar
m_dw.borrar	Borrar	m_dw	borrar
m_dw.anyadir	Afegir	m_dw	añadir
menu.garantia	Garantíes	menu	garantias
menu.garantias	Arres	menu	garantias
menu.tipos_actuacion3	Tipus Actuació (3)	menu	tipos_actuacion3
menu.tipos_actuacion2	Tipus Actuació (2)	menu	tipos_actuacion2
menu.tipos_actuacion1	Tipus Actuació (1)	menu	tipos_actuacion1
menu.estados	Estats	menu	estados
menu.registro_acrediaciones	Registre Acreditacions	menu	registro_acrediaciones
menu.zona_poblaciones	Zona Poblacions	menu	zona_poblaciones
menu.visados_consejo	Visat Consell	menu	visados_consejo
menu.ventana	Finestra	menu	ventana
menu.vaiables_globales	&Variables Globals	menu	variables_globales
menu.utiles	Útils	menu	utiles
menu.ultimo	Últim	menu	ultimo
menu.ubicaciones	Ubicacions	menu	ubicaciones
menu.traspaso_saldos_musaat	Traspàs Saldos Musaat	menu	traspaso_saldos_musaat
menu.tipos_terceros	Tipus Tercers	menu	tipos_terceros
menu.tipos_registros	Tipus Registres	menu	tipos_registros
menu.tipos_obra	Tipus D'obra	menu	tipos_obra
menu.tipos_forma_juridica	Tipus Forma Jurídica	menu	tipos_forma_juridica
menu.tipos_documentos	Tipus Documents	menu	tipos_documentos
menu.tipos_de_vias	Tipus de Vies	menu	tipo_de_vias
menu.tipos_comunicados	Tipus Comunicats	menu	tipos_comunicados
menu.tipos_actuacion	Tipus Actuació	menu	tipos_actuacion
menu.tipos_acta	Tipus Actes	menu	tipos_acta
menu.tipo_transporte_comunicados	Tipus de Transport de Comunicats	menu	tipo_transporte_comunicados
menu.tipo_situaciones_profesionales	Tipus Situacions Professionals	menu	tipo_situaciones_profesionales
menu.tipo_sellos	Tipus Segells	menu	tipo_sellos
menu.tipo_sancion	Tipus Sanció	menu	tipo_sancion
menu.tipo_orientaciones_profesionales	Tipus Orientacions Professionals	menu	tipo_oriebtaciones_profesionales
menu.tipo_obra	Tipus D'Obra	menu	tipo_obra
menu.tipo_incompatibilidad	Tipus Incompatibilitat	menu	tipo_incompatibilidad
menu.tipo_honorarios	Tipus honoraris	menu	tipo_honorarios
menu.tipo_domicilios	Tipus Domicilis	menu	tipo_somicilios
menu.tipo_descripciones	Tipus Descripcions	menu	tipo_descripciones
menu.tipo_daño	Tipus De Dany	menu	tipo_daño
menu.tipo_contrato	Tipus Contracte	menu	tipo_contrato
menu.tipo_conceptos_domiciliables	Tipus Conceptes Domiciliables	menu	tipo_conceptos_domiciliables
menu.tipo_bolsa	Tipus Borsa	menu	tipo_bolsa
menu.tipo_asunto	Tipus Asunt	menu	tipo_asunto
menu.tipo_areas_materias	Tipus Àrees/Materies	menu	tipo_areas_materias
menu.tipo_agrupaciones	Tipus Agrupacions	menu	tipo_agrupaciones
menu.terceros	Tercers	menu	Terceros
menu.tcodigo_almacen	Codi Magatzem	menu	codigo_almacen
menu.tablas_cuotas_actuales	Tables de Cuotes Actuals	menu	tablas_cuotas_actuales
menu.tablas_cip	Tabes CIP	menu	tablas_cip
menu.supuestas	Supsades	menu	supuestos
menu.tipo_convocatoria	Tipus Convocatòria	menu	tipo_convocatoria
menu.siniestros	Sinistres	menu	siniestros
menu.siguiente	Següent	menu	siguiente
menu.series_facturas	Series Factures	menu	series_facturas
menu.tipo_estado_obra	Tipus Estat D'obra	menu	tipo_estado_obra
menu.sellos	Segells	menu	sellos
menu.sellador_visared	&Sellador VISARED	menu	sellador_visared
menu.seleccionar_todo	Seleccionar Tot	menu	Seleccionar_todo
menu.seguros	Assegurances	menu	seguros
menu.seguridad	Seguretat	menu	seguridad
menu.secretaria	Secretaria	menu	secretaria
menu.salvar_como	&Guardar com...	menu	guardar
menu.tipo_titulacion	Tipus Titulació	menu	tipo_titulacion
menu.salir	Sortir	menu	salir
menu.saldo_cuenta_colegiados	Saldo Compte Col.legiats [Ctrl+S]	menu	saldo_cuenta_colegiados
menu.sabana	Sabana	menu	sabana
menu.tipos_almacen	Tipus Magatzem	menu	tipos_almacen
menu.rspuestas_text	Respostes Test	menu	Respostes Test
menu.reuniones	Reunions	menu	reuniones
menu.resumen_eco	Resum Econòmic	menu	resumen_eco
menu.tipos_entrada_agenda	Tipus Entrada Agenda	menu	tipos_entrada_agenda
menu.respuestas_text	Respostes Test	menu	Respostes Test
menu.responder	Re&spondrer	menu	mensaje_responder
menu.reparos	Objeccions	menu	reparos
menu.renuncias	Renúncies	menu	renuncias
menu.registros_es	Registres E/S	menu	registros_es
menu.registro_sociedades	Registre Societats	menu	registro_sociedades
menu.registro_e_s	Registres E/S	menu	registros_e_s
menu.usuarios	Usuaris	menu	usuarios
menu.registro_acreditaciones	Registre Acreditacions	menu	registro_acreditaciones
menu.registro	 Registres	menu	registro
menu.registo_sociedades	Registre Societats	menu	registro_sociedades
menu.via_adim_judicial	Vía Administrativa i Judicial	menu	via_admin_judicial
menu.registo	Registre	menu	registro
menu.reg_mercantil	Registre Mercantil	menu	reg_mercantil
menu.reemplazar	Reemplaçar	menu	reemplazar
menu.reclamaciones	Reclamacions	menu	reclamaciones
menu.recalculo_dip	Recàlcul DIP	menu	recalculo
menu.recalculo_avisos	Recàlcul Avisos	menu	recalculo_avisos
menu.recalculo	Recàlcul	menu	recalculo
menu.quitar_seleccion	Llevar Selecció	menu	qutar_seleccion
menu.provincias	Provincies	menu	provincias
menu.propiedades	P&ropietats	menu	propiedades
menu.programas	Programes	menu	Programas
menu.procesos_contabilidad	Processos de Contabilitat	menu	procesos_contabilidad
menu.procesar_domociliaciones_devueltas	Processar Domiciliacions Retornades	menu	procesar_domiciliaciones_devueltas
menu.primero	Primer	menu	primero
menu.presetacion_preliminar	&Presentació Preliminar	menu	presentacion_preliminar
menu.preparar_pagina	Preparar Pà&gina	menu	preparar_pagina
menu.preguntas_text	Respostes Test	menu	Preguntes Test
menu.preferecias	Preferències	menu	preferencias
menu.posicion_sellos	Posició Segells	menu	posicion_sellos
menu.poblaciones	Poblacions	menu	poblaciones
menu.personas_contables	Persones Comptables	menu	personas_contables
menu.personalidad_juri	Personalitat Jurídica	menu	personalidad_juridica
menu.pegado_especial	Pegat Especial	menu	pegado_especial
menu.paises	Països	menu	paises
menu.otros_conceptos	Altres Conceptes	menu	otros_conceptos
menu.otras_personas	Altres Persones	menu	otras_personas
menu.organizar_herramientas	Organització Eines	menu	organizar_herramientas
menu.ofertas	Ofertes	menu	ofertas
menu.nuevo	Nou	menu	nuevo
menu.notificaciones	Notificacions	menu	notifiaciones
menu.nivel_idioma	Nivell Idioma	menu	nivel_idioma
menu.mutua	Mutua	menu	mutua
menu.movimientos_prima_avriable	Moviments Prima Variable	menu	movimientos_prima_variable
menu.modulos	Mòduls	menu	modulos
menu.modificacion_contratos	Modificació de Contractes	menu	modificacion_contrato
menu.modalidades	Modalitats	menu	modalidades
menu.minimizar_ventanas	Minimitzar Finestres	menu	minimizar_ventanas
menu.mensajes_ver	&Vore Missatge	menu	mensajes_ver
menu.mensajes_recibidos	Missatges &Rebuts	menu	mensajes_recibidos
menu.mensajes_enviados	Missatges &Enviats	menu	mensajes_enviados
menu.mensajeria	Missatgeria	menu	mensajeria
menu.mensaje_nuevo	Missatge &Nou	menu	mensaje_nuevos
menu.mensaje_enviar	En&viar	menu	mensaje_enviar
menu.mensaje_borrar	&Eliminar Missatge	menu	mensaje_borrar
menu.mensaje_actualizar	&Actualitzar	menu	mensaje_actualzar
menu.mant_ficheros_aux	Manteniment de Fitxers Auxiliars	menu	mant_ficheros_aux
menu.listas_colegiados	Llistes Col.legiats	menu	listas_colegiados
menu.listados	Llistats	menu	listados
menu.lista	Llista	menu	lista
menu.liquidaciones_honorarios	Liquidacions Honoraris	menu	Liquidacion_honorarios
menu.liquidacion_hon	Liquida.	menu	liquidacion_hon
menu.libros	Llibres	menu	Libros
menu.junta_gobierno	Junta Gobern	menu	junta_gobierno
menu.ingresar_retirar_directo	Ingressa-Retira Directe	menu	ingresar_retirar_directo
menu.ingresa_retira	Ingressa-Retira	menu	ingresa_retira
menu.incidencias	Incidències	menu	incidencias
menu.imprimir_ahora	Imprimir Ara	menu	imprimir_ahora
menu.imprimir	&Imprimir... [Ctrl+P]	menu	imprimir
menu.importacion_recibos_externos	Importació Rebuts Externs	menu	imprtacion_recibos_externos
menu.importacion_facturas	Importació Factures	menu	importacion_facturas
menu.importacion_conceptos_facturables	Importació Conceptes Facturables	menu	importacion_conceptos_facturables
menu.idioma	Idioma	menu	idioma
menu.herramientas	Eines	menu	herramientas
menu.guardar	Guardar	menu	guardar
menu.guardad	Guardar [Ctrl+S]	menu	guardar
menu.gestion_saldos_deudores	Gestió Saldos Deudors	menu	gestion_saldos_deudores
menu.gestion_articulos_servicios	Gestió D'artículs i Serveis	menu	gestion_articulos_servicios
menu.generacion_pagos	Generació Pagaments	menu	generacion_pagos
menu.generacion_facturas_manual	Generació Factures Manual	menu	generacion_facturas_manual
menu.generacion_cuotas	Generació Cuotes	menu	generacion_cuotas
menu.generacion_cobros	Generar Cobraments	menu	comprobar_cobros
menu.formacion	Formació	menu	formacion
menu.firma_digital	Signatura Digital	menu	firma_digital
menu.finales_obra	Final Obres	menu	finales_obra
menu.fichero_recibos	Fitxer Rebuts	menu	fichero_recibos
menu.fichero_mopu	Fitxer MOPU	menu	fichero_mopu
menu.familias_incidencias	Families Incidències	menu	familias_inicdencias
menu.familias	Families	menu	familias
menu.facturas_emitidas	Factures Emeses	menu	facturas_emitidas
menu.facturas	Factures	menu	Facturas
menu.expedientes_contratos	Expedients i Contractes	menu	expedientes_contratos
menu.expedientes	Expedients	menu	expedientes
menu.estado	Estat	menu	estado
menu.estadisticas	Estadístiques	menu	estadisticas
menu.estadillo_consejo	Estadillo Consell	menu	estadillo_consejo
menu.especificar_impresora	Especificar Impressora	menu	especificar impresora
menu.esimacion_eco	Estimació Econòmica	menu	estimacion_economica
menu.edicion	Edició	menu	edicion
menu.domiciliar_saldo_deudor	Domiciliar Saldo Deudor	menu	domiciliar_saldo_deudor
menu.devoluciones	Devolucions	menu	devoluciones
menu.detalle	Detall	menu	detalle
menu.destinos_obra	Destí Obra	menu	destinacion_obra
menu.deshacer	Desfer	menu	deshacer
menu.depuracion	Depuració	menu	depuracion
menu.departamentos	Departaments	menu	departamentos
menu.departamento_juridico	Departament Jurídic	menu	departamento_juridico
menu.demandas	Demandes	menu	demandas
menu.delegaciones	Delegacions	menu	Delegaciones
menu.cuadre_caja	Quadri de Caixa	menu	cuadre_caja
menu.cortar	Tallar	menu	cortar
menu.copiar	Copiar	menu	copiar
menu.convocatoria	Convocatòria	menu	convocatoria
menu.control_asistencia	Control Assistència	menu	asistencia
menu.contratos	Contractes	menu	contratos
menu.contenidos	Continguts	menu	contenidos
menu.contadores_generales	&Comptadors Generals	menu	contadores_generales
menu.contabilidad	Comptabilitat	menu	contabilidad
menu.consulta_rapida	Consulta Ràpida	menu	consulta_rapida
menu.consulta_pagos	Consulta Pagaments	menu	consulta_pagos
menu.consulta_detallada	Consulta Detallada	menu	consulta_detallada
menu.consulta	Consulta	menu	consulta
menu.consejo_proyecto_piloto	CNC	menu	consejo_proyecto_piloto
menu.comprobar_ficher	&Comprobar Fitxer	menu	comprobar_ficherol
menu.companyias_seguros	Companyia de Assegurances	menu	companyia_seguros
menu.combinacion_corresp	Combinació Correspondència	menu	combinacin_corresp
menu.colegios	Col.legis	menu	Colegios
menu.colegiados	Col.legiats	menu	colegiados
menu.coeficientes	Coeficients	menu	coeficientes
menu.coeficiente_ipc	Coeficients IPC	menu	coeficientes_ipc
menu.codigo_almacen	Codi Magatzem	menu	codigo_almacen
menu.cobros_multiples	Cobraments Multiples	menu	cobros_multiples
menu.cobros	Cobraments	menu	Cobros
menu.cobro_mensual	Cobrament Mensual	menu	cobro_mensual
menu.circulares	Circulars	menu	circulares
menu.certificados	Certificats	menu	certificados
menu.cerrar	Tancar	menu	cerrar
menu.cartas_control	Cartes Control	menu	cartas_control
menu.cargos	Càrrecs	menu	cargos
menu.cambio_colegiado	Canvi Col.legiat	menu	cambio_colegiado
menu.callejero	Llista de Carrers	menu	callejero
menu.calidad	Qualitat	menu	calidad
menu.calculo_manual_gastos	Càlcul Manual de Despeses [Ctrl+G]	menu	calculo_manual_gastos
menu.calculo_manual	Càlcul Manual [Ctrl+M]	menu	calculo manual
menu.calculo_honorarios_orientativos	Càlcul Honoraris orientatius	menu	calculo_honorarios_orientativos
menu.calculo_cuota_minima	Càlcul Cuoata Mínima	menu	calculo_cuota_minima
menu.caja	Caixa [F12]	menu	caja
menu.buscar	Cerca	menu	Buscar
menu.borrar	&Eliminar [Ctrl+D]	menu	borra
menu.bolsa_trabajo	Borsa Treball	menu	bolsa_trabajo
menu.ayuda	Ajuda	menu	ayuda
menu.avisos_factura	Avisos Factures	menu	avisos_factura
menu.asistente	Asistent	menu	asistente
menu.asesoria_juridica	Assesoria juridica	menu	asesoria_juridical
menu.asesoria_judicial	Assesoria Judicial	menu	asesoria_judicial
menu.asesoria	Assesoria	menu	asesoria
menu.arte_cemento	Art Ciment	menu	arte_cemento
menu.arquitectos	Altres Professionals	menu	arquitectos
menu.aplicaciones	Aplicacions	menu	aplicaciones
menu.aparatos_tecnicos	Aparells Tècnics	menu	aparatos_tecnicos
menu.anterior	Anterior	menu	anterior
menu.almacenes	Magatzems	menu	Almacenes
menu.almacen	Magatzem	menu	almacen
menu.ajuste_vertical	Ajustament Vertical	menu	ajuste_vertical
menu.ajuste_horizontal	Ajustament Horitzontal	menu	ajuste_horizontal
menu.actualizar_sit_asegurados	Actulitzar Situació Assegurats	menu	actualizar_sit_asegurados
menu.actualizar_listas	Actualizatició Llistes	menu	actualizar_listas
menu.actualizar_enlaces	Actualització D'enllaços	menu	actualizar_enlacesr
menu.actualizar_domiciliaciones	Actulitzar Domiciliacions	menu	actualizar_domiiciliaciones
menu.actualizar_desplegables	Actualizatició Desplegables	menu	actualizar_desplegables
menu.actualizar	Actualitzar	menu	actualizar
menu.actualizacion_masiva_conceptos	Actualització Massiva Conceptes	menu	actualizacion_masiva_conceptos
menu.actas	Actes	menu	actas
menu.acreditaciones	Acreditacions	menu	acreditaciones
menu.acerca_de	Acosta de...	menu	acerca_de
menu.acciones_finales_obra	Accions Finals D'Obra	menu	acciones_finales_obra
msg_cliente.varios_nif_recuperar	Existeixen un o més clients amb el NIF especificat. Desitja recuperar les seves dades?	msg_cliente	varios_nif_recuperar
msg_cliente.tipo_tercero_cli	Existeixen clients amb un codi de tercer.	msg_cliente	tipo_tercero_cli
msg_cliente.tipo_tercero	Ha d'especificar un valor en el camp tipus tercer	msg_cliente	tipo_tercero
msg_cliente.registros_especif	No s'han trobat registres segons les especificacions.	msg_cliente	registros_especif
msg_cliente.proveedor_cliente_premaat	Informin al proveïdor que existeix el client en la fitxa de premaat capçalera	msg_cliente	proveedor_cliente_premaat
msg_cliente.proveedor_cliente_factura	Informin al proveïdor que existeix el client en la fitxa de lineas de factura	msg_cliente	proveedor_cliente_factura
msg_cliente.proceso_lento	És un procés lent	msg_cliente	proceso_lento
msg_cliente.obtener_listado_coleg	Desitja obtenir un llistat per a tots els col·legiats de la llista?	msg_cliente	obtener_listado_coleg
msg_cliente.no_borrar_cliente	Impossible eliminar el client fins que no existeixi ocurrència alguna del mateix	msg_cliente	no_borrar_cliente
msg_cliente.modif_colegiado_fict	No se puede modificar el colegiado FICTICIO	msg_cliente	modif_colegiado_fict
msg_cliente.letra_nif	La lletra del NIF no és correcta	msg_cliente	letra_nif
msg_cliente.filas_posteriores	No hi ha files posteriors a aquesta	msg_cliente	filas_posteriores
msg_cliente.filas_anteriores	No hi ha files anteriors a aquesta	msg_cliente	filas_anteriores
msg_cliente.espec_tipo_tercero	Ha d'especificar un tipus de tercer	msg_cliente	espec_tipo_tercero
msg_cliente.duplicidad_nif	AVÍS DUPLICITAT DE NIF: Existeix un col·legiat amb aquest nif	msg_cliente	duplicidad_nif
msg_cliente.digitos_control	Els dígits de control del compte bancari no són vàlids	msg_cliente	digitos_control
msg_cliente.apellido	Ha d'especificar un valor en el camp cognoms	msg_cliente	apellido
msg_cobros.visualizar_apuntes	Desitja visualitzar els apunts per a revisar-los abans que quedin gravats?	msg_cobros	visualizar_apuntes
msg_cobros.valores_defecto	De moment els posarem valors per defecte, però no s'ha d'engegar si es llegix aquest missatge!!!	msg_cobros	valores_defecto
msg_cobros.valor_campo_fecha	Ha d'especificar un valor en el camp Data.	msg_cobros	valor_campo_fecha
msg_cobros.valor_campo_banco	Ha d'especificar un valor en el camp Banc.	msg_cobros	valor_campo_banco
msg_cobros.revisar_facturas	Hauria de revisar aquestes factures per a veure l'estat que han quedat	msg_cobros	revisar_facturas
msg_cobros.repita_proceso	Repeteixi el procés novament, tornant a realitzar la consulta	msg_cobros	repita_proceso
msg_cobros.pulsar_grabar_apuntes	Els apunts generat no es guardaran fins que premi el botó de guardar apunts.	msg_cobros	pulsar_grabar_apuntes
msg_cobros.proceso_finalizado	Procés Finalitzat	msg_cobros	proceso_finalizado
msg_cobros.proceso_exito	El procés s'ha realitzat amb èxit.	msg_cobros	proceso_exito
msg_cobros.posible_modificar_cobros	No és possible modificar cobraments ja comptabilitzats	msg_cobros	posible_modificar_cobros
msg_cobros.pantalla_indica_error	Col·locades en pantalla indicant el motiu d'error per a la seva possible correcció.	msg_cobros	pantalla_indica_error
msg_cobros.num_cliente_valido	Ha d'introduir un nombre de client vàlid.	msg_cobros	num_cliente_valido
msg_cobros.no_permitida	Opció no permesa	msg_cobros	no_permitida
msg_cobros.no_marcada_fact	NO s'ha marcat cap factura per a retornar.	msg_cobros	no_marcada_fact
msg_cobros.no_encontrado_registros	No s'han trobat registres segons les especificacions.	msg_cobros	no_encontrado_registros
msg_cobros.n_remesa_procesado_recibos	Nº Remesa : %s~r Processats %s rebuts: %s euros.	msg_cobros	n_remesa_procesado_recibos
msg_cobros.n_colegiado_valido	Ha d'introduir un nombre de col·legiat vàlid.	msg_cobros	n_colegiado_valido
msg_cobros.n_cliente_valido	Ha d'introduir un nombre de client vàlid.	msg_cobros	n_cliente_valido
msg_cobros.marcara_cobro	Només es marcarà el pagat i la data de pagament dels cobraments i les factures, deixant els valors indicats en el banc i la forma de pagament	msg_cobros	marcara_cobro
msg_cobros.ingresar_fecha_datos_caja	Ha d'ingressar la data en les dades de caixa	msg_cobros	ingresar_fecha_datos_caja
msg_cobros.indicar_forma_pago	Ha d'indicar la forma de pagament en la qual s'ha/n realitzat l'els/cobrament/s	msg_cobros	indicar_forma_pago
msg_cobros.indicar_fecha	Ha d'indicar una data en la qual s'ha/n realitzat l'els/cobrament/s	msg_cobros	indicar_fecha
msg_cobros.indicar_banco	Debe indicar el banco para el/los cobro/s	msg_cobros	indicar_banco
msg_cobros.incidencias_marcar_fichero	Hi ha hagut incidències al marcar desde fitxer	msg_cobros	incidencias_marcar_fichero
msg_cobros.importe_grande	Debe indicar un importe suficientemente grande	msg_cobros	importe_grande
msg_cobros.ha_elegido_factura	Ha triat actualitzar tots cobraments no pagats amb la forma de pagament i el banc indicat però no les factures, amb el consegüent desquadri entre factura i cobrament	msg_cobros	ha_elegido_factura
msg_cobros.ha_elegido_banco	Ha triat actualitzar tots cobraments no pagats i factures (excepte les comptabilitzades ja) amb la forma de pagament i el banc indicat.	msg_cobros	ha_elegido_banco
msg_cobros.grabar_antes	Abans de realitzar aquest procés han de guardar-se tots els canvis realitzats.	msg_cobros	grabar_antes
msg_cobros.formato_exportacion_fichero	Ha d'indicar el format d'exportació del fitxer	msg_cobros	formato_exportacion_fichero
msg_cobros.finalizado_sin_apunte	Procés finalitzat sense la generació de cap apunt	msg_cobros	finalizado_sin_apunte
msg_cobros.fecha_contraapuntes_ejercicio	La data dels contraapuntes no pertany a l'exercici actual.~~rEl procés de devolució ha estat cancel·lat.	msg_cobros	fecha_contraapuntes
msg_cobros.fecha_contraapuntes	Ha d'indicar la data en la qual es generaran els contraapuntes	msg_cobros	fecha_contraapuntes
msg_cobros.fecha_cobro	Ha d'indicar la data en la qual s'ha pagat el cobrament (fila	msg_cobros	fecha_cobro
msg_cobros.fecha_apuntes_no_ejercicio	La data dels apunts que es generaran no pertany a l'exercici obert. El procés ha estat cancel·lat	msg_cobros	fecha_apuntes_no_ejercicio
msg_cobros.facturas_negativas	Existeixen factures amb import negatiu. No poden incloure's en la remesacion	msg_cobros	facturas_negativas
msg_cobros.facturas_creadas	Rang de factures creades:	msg_cobros	facturas_creadas
msg_cobros.fact_no_contab	De les factures marcades a retornar no hi ha cap comptabilitzada, no estan domiciliades o no ha marcat generar contraapuntes	msg_cobros	fact_no_contab
msg_cobros.exito_mandar_banco	Actualització amb èxit. %s %s Recordi manar al banc el fitxer %s	msg_cobros	exito_mandar_banco
msg_cobros.espera_descartar_apuntes	S'està a l'espera de l'actualització d'apunts.~~r Per a descartar els apunts i poder fer canvis ha de refrescar la llista prèviament	msg_cobros	espera_descartar_apuntes
msg_cobros.espera_actualiz_apuntes_previo	S'està a l'espera de l'actualització d'apunts~~r Per a descartar els apunts i poder fer canvis ha de refrescar la llista prèviament	msg_cobros	espera_actualiz_apuntes_previo
msg_cobros.error_guardar_cobros	S'ha produït un error a l'intentar guardar els cobraments	msg_cobros	error_guardar_cobros
